,Food label,Subs A,Subs B,True label
156,"BEEF SAUSAGE,PRE-COOKED","LUNCHEON MEAT,PORK W/HAM,MINCED,CND,INCL SPAM (HORMEL)","TURKEY,PORK,&BF SAUSAGE,LOFAT,SMOKED",B
157,"Frankfurter, meat and poultry, unheated",HAM  HONEY  SMOKED  CKD,SAUSAGE  BERLINER  PORK  BF,A
158,"KIELBASA,FULLY CKD,GRILLED","MEATBALLS,FRZ,ITALIAN STYLE","HAM,MINCED",A
159,"CEREALS RTE,GENERAL MILLS,GOLDEN GRAHAMS","CEREALS,OATS,REG & QUICK,NOT FORT,DRY","INCAPARINA,DRY MIX (CORN & SOY FLOURS),UNPREP",B
160,"CEREALS RTE,GENERAL MILLS,HONEY NUT CHEX","CEREALS RTE,GENERAL MILLS,COUNT CHOCULA","CEREALS,OATS,INST,FORT,PLN,DRY",B
161,"CEREALS RTE,GENERAL MILLS,RICE CHEX","CEREALS,OATS,REG & QUICK,NOT FORT,DRY","INCAPARINA,DRY MIX (CORN & SOY FLOURS),UNPREP",B
162,"CEREALS RTE,KELLOGG,KELLOGG'S RICE KRISPIES","CEREALS RTE,KELLG'S,FRSTD MINI-WHTS,MPLE & BRWN SGR,BTE SZE","CEREALS RTE,GENERAL MILLS CORN CHEX",A
163,"CEREALS RTE,KELLOGG,KELLOGG'S HONEY SMACKS","CEREALS RTE,KASHI ORGANIC PROMISE,STRAWBERRY FIELDS","CEREALS,QUAKER,OATMEAL,REAL MEDLEYS,BLUEBERRY HAZELNUT,DRY",A
164,"CEREALS,OATS,INST,FORT,W/ RAISINS & SPICE,DRY","CEREALS,WHEATENA,CKD W/ H2O,W/ SALT","CEREALS,OATS,INST,FORT,W/ CINN & SPICE,DRY",A
165,"CEREALS RTE,GENERAL MILLS,FRANKENBERRY","CEREALS RTE,FAMILIA","CEREALS RTE,GENERAL MILLS,MULTI GRAIN CHEERIOS,PNUT BUTTER",A
166,"CEREALS RTE,GENERAL MILLS,COUNT CHOCULA","CEREALS RTE,GENERAL MILLS,MULTI-GRAIN CHEERIOS","CEREALS,OATS,INST,FORT,PLN,DRY",B
167,"CEREALS RTE,GENERAL MILLS,BOO BERRY","CEREALS RTE,QUAKER,SHREDDED WHEAT,BAGGED CRL","CEREALS,OATS,INST,FORT,W/ RAISINS & SPICE,PREP W/ H2O",A
168,"CEREALS RTE,KELLOGG,KELLOGG'S LOFAT GRANOLA W/ RAISINS","CEREALS,KELLOGG'S SPL K NOURISH,MAPLE BROWN SUGAR CRUNCH,DRY","CEREALS,RTE,MALT-O-MEAL,BLUEBERRY MINI SPOONERS",B
169,"CEREALS RTE,POST,WAFFLE CRISP","CEREALS RTE,KELLOGG,KELLOGG'S ALL-BRAN ORIGINAL","CEREALS,QUAKER,INST OATMEAL,CINNAMON-SPICE,DRY",A
170,"CEREALS RTE,MALT-O-MEAL,BERRY COLOSSAL CRUNCH","CEREALS,CRM OF WHT,2 1/2 MIN CK,CKD W/H2O,STOVE-TOP,WO/SALT","CEREALS RTE,GENERAL MILLS,FIBER ONE 80 CAL,HONEY SQUARES",A
171,"CEREALS RTE,QUAKER,MOTHER'S PNUT BUTTER BUMPERS CRL","CEREALS RTE,POST,ALPHA-BITS","CEREALS RTE,KASHI INDIGO MORNING",B
172,"CEREALS,QUAKER,INST OATMEAL,DINOSAUR EGGS,BROWN SUGAR,DRY","CEREALS,WHEATENA,CKD W/ H2O","CEREALS RTE,GENERAL MILLS,FIBER ONE,RAISIN BRAN CLUSTERS",A
173,"CEREALS,QUAKER,INST GRITS,REDEYE GRVY COUNTRY HAM FLAVOR,DRY","CEREALS RTE,QUAKER,NAT GRANOLA APPL CRANBERRY ALMOND","CEREALS,WHL WHEAT HOT NAT CRL,CKD W/ H2O,W/ SALT",B
174,"CEREALS,QUAKER,INST GRITS PRODUCT W/ AMERICAN CHS FLAVOR,DRY","CEREALS,CRM OF WHT,2 1/2 MIN CK,CKD W/H2O,STOVE-TOP,WO/SALT","CEREALS,CRM OF WHEAT,REG,10 MINUTE COOKING,DRY",B
175,"CEREALS RTE,MALT-O-MEAL,GOLDEN PUFFS","CEREALS,KELLOGG'S SPL K NOURISH,CRANBERRY ALMOND,DRY","CEREALS RTE,MALT-O-MEAL,OAT BLENDERS W/ HONEY",A
176,"CEREALS RTE,MALT-O-MEAL,APPL ZINGS","CEREALS RTE,GENERAL MILLS,APPL CINN CHEX","CEREALS,QUAKER,WHL WHEAT NAT CRL,DRY",B
177,"CEREALS RTE,GENERAL MILLS,25% LESS SUGAR CINN TOAST CRUNCH","CEREALS,QUAKER,INST GRITS,REDEYE GRVY COUNTRY HAM FLAVOR,DRY","CEREALS,WHL WHEAT HOT NAT CRL,CKD W/ H2O,W/ SALT",B
178,"CEREALS RTE,GENERAL MILLS,DORA THE EXPLORER","CEREALS RTE,KASHI HONEY SUNSHINE","CEREALS RTE,QUAKER,LOFAT 100% NAT GRANOLA W/ RAISINS",B
179,"CEREALS RTE,KELLOGG,KELLOGG'S CINNABON CRL","CEREALS RTE,GENERAL MILLS,DORA THE EXPLORER","CEREALS,QUAKER,QUICK OATS W/ IRON,DRY",B
180,"CEREALS RTE,GENERAL MILLS,CHOC CHEX","CEREALS RTE,GENERAL MILLS,FIBER ONE 80 CAL,HONEY SQUARES","CEREALS,QUAKER,INST GRITS,BUTTER FLAVOR,DRY",A
181,"CEREALS RTE,KELLOGG,KELLOGG'S SPL K,CINN PECAN","CEREALS RTE,GENERAL MILLS,OAT CLUSTER CHEERIOS CRUNCH","CEREALS RTE,KELLOGG SCOOBY-DOO! CRL",B
182,"CEREALS RTE,QUAKER,CAP'N CRUNCH'S HALLOWEEN CRUNCH","CEREALS,OATS,INST,FORT,W/ RAISINS & SPICE,DRY","CEREALS RTE,KELLOGG,KELLOGG'S SPL K,CINN PECAN",B
183,"CEREALS RTE,GENERAL MILLS,PNUT BUTTER TOAST CRUNCH","CEREALS RTE,KELLOGG,KELLOGG'S LOFAT GRANOLA WO/ RAISINS","CEREALS RTE,GENERAL MILLS,RICE CHEX",A
184,"CEREALS RTE,KELLOGG'S RICE KRISPIES,GLUTEN FREE","CEREALS,QUAKER,INST OATMEAL,WEIGHT CONTROL,CINN","CEREALS,OATS,INST,FORT,PLN,PREP W/ H2O",B
185,"CEREALS RTE,MALT-O-MEAL,CHOC MARSHMLLW MATEYS","CEREALS RTE,FRSTD OAT CRL W/MARSHMALLOWS","CEREALS,OATS,INST,FORT,W/ RAISINS & SPICE,PREP W/ H2O",B
186,"CEREALS RTE,KELLOGG,KELLOGG'S RAISIN BRAN,CINN ALMOND","CEREALS RTE,POST,ALPHA-BITS","CEREALS RTE,KASHI INDIGO MORNING",B
187,"APPLES,CND,SWTND,SLICED,DRND,HTD","PEARS,RAW","BLACKBERRIES,RAW",B
188,"APRICOTS,RAW","ORANGES,RAW,CALIFORNIA,VALENCIAS","NANCE,CND,SYRUP,DRND",A
189,"APRICOTS,CND,LT SYRUP PK,W/SKN,SOL&LIQUIDS","PEARS,RAW,BOSC","FIGS,CND,H2O PK,SOL&LIQUIDS",A
190,"APRICOTS,CND,HVY SYRUP PK,W/SKN,SOL&LIQUIDS","CHERRIES,SWT,CND,H2O PK,SOL&LIQUIDS","FIGS,CND,H2O PK,SOL&LIQUIDS",B
191,"BANANAS,DEHYD,OR BANANA PDR","PLUMS,DRIED (PRUNES),UNCKD","STRAWBERRIES,FRZ,UNSWTND",B
192,"BLACKBERRY JUC,CND",HORNED MELON (KIWANO),"Grapes, muscadine, raw",B
193,"CHERRIES,TART,DRIED,SWTND","BLUEBERRIES,DRIED,SWTND","PEARS,RAW",B
194,"BLUEBERRIES,RAW","RAISINS,SEEDED","LOGANBERRIES,FROZEN",B
195,"CHERRIES,SOUR,RED,CND,HVY SYRUP PK,SOL&LIQUIDS","APRICOT NECTAR,CND,WO/ VIT C","PEARS,CND,H2O PK,SOL&LIQUIDS",B
196,"CRANBERRIES,DRIED,SWTND","BLACKBERRIES,RAW","APPLES,CND,SWTND,SLICED,DRND,HTD",A
197,"CURRANTS,ZANTE,DRIED","STRAWBERRIES,RAW","RASPBERRIES,RAW",B
198,"FIGS,CND,LT SYRUP PK,SOL&LIQUIDS","CHERRIES,SWT,CND,H2O PK,SOL&LIQUIDS","FIGS,CND,H2O PK,SOL&LIQUIDS",B
199,"FIGS,CND,HVY SYRUP PK,SOL&LIQUIDS","APRICOTS,CND,LT SYRUP PK,W/SKN,SOL&LIQUIDS","FIGS,CND,H2O PK,SOL&LIQUIDS",B
200,"GRAPEFRUIT,RAW,PINK&RED&WHITE,ALL AREAS","LIMES,RAW","CURRANTS,RED&WHITE,RAW",B
201,"GRAPEFRUIT JUC,WHITE,CND,UNSWTND","LEMON JUC,CND OR BTLD","BOYSENBERRIES,FRZ,UNSWTND",B
202,"GRAPEFRUIT JUC,WHITE,CND,SWTND","ORANGE JUC,CHILLED,INCL FROM CONC,W/ ADD CA & VITAMINS A,D,E","APRICOTS,FROZEN,SWEETENED",B
203,"GRAPEFRUIT JUC,WHITE,RAW","STRAWBERRIES,FRZ,UNSWTND","GRAPEFRUIT JUC,WHITE,CND,UNSWTND",A
204,"GRAPE JUC,CND OR BTLD,UNSWTND,W/ ADDED VIT C","ORANGE JUICE,RAW","LOGANBERRIES,FROZEN",B
205,"GRAPES,AMERICAN TYPE (SLIP SKN),RAW","RASPBERRIES,FRZ,RED,SWTND","BLACKBERRIES,FRZ,UNSWTND",B
206,"GRAPES,RED OR GRN (EURO TYPE,SUCH AS THOMPSON SEEDLESS),RAW","BLACKBERRIES,FRZ,UNSWTND","RASPBERRIES,FRZ,RED,SWTND",A
207,"LEMON JUC,CND OR BTLD","STRAWBERRIES,FRZ,UNSWTND","BOYSENBERRIES,FRZ,UNSWTND",B
208,"LIME JUICE,RAW","RASPBERRIES,RAW","BLACKBERRIES,RAW",A
209,"BLUEBERRIES,DRIED,SWTND","PEARS,RAW","APPLES,CND,SWTND,SLICED,DRND,HTD",A
210,"LITCHIS,RAW","PINEAPPLE,RAW,ALL VAR","CARAMBOLA,(STARFRUIT),RAW",B
211,"MELONS,CANTALOUPE,RAW","LEMONS,RAW,WITHOUT PEEL","FRUIT COCKTAIL,CND,H2O PK,SOL&LIQUIDS",A
212,"MULBERRIES,RAW","PERSIMMONS,JAPANESE,RAW","BLACKBERRIES,FRZ,UNSWTND",B
213,"ORANGE JUICE,RAW","LOGANBERRIES,FROZEN","BLUEBERRIES,RAW",A
214,"ORANGE JUC,FRZ CONC,UNSWTND,UNDIL,W/ ADDED CA","CHERRIES,SOUR,RED,CND,LT SYRUP PK,SOL&LIQUIDS","PRUNE JUICE,CANNED",A
215,"TANGERINES,(MANDARIN ORANGES),RAW","FRUIT COCKTAIL,CND,H2O PK,SOL&LIQUIDS","LEMONS,RAW,WITHOUT PEEL",B
216,"TANGERINE JUICE,RAW","ACEROLA JUICE,RAW","ORANGE JUC,CHILLED,INCL FROM CONC",A
217,"TANGERINE JUC,CND,SWTND","PEACHES,CND,H2O PK,SOL&LIQUIDS","APRICOTS,CND,HVY SYRUP PK,WO/SKN,SOL&LIQUIDS",A
218,"PAPAYAS,RAW","CURRANTS,RED&WHITE,RAW","CARAMBOLA,(STARFRUIT),RAW",A
219,"PAPAYA,CND,HVY SYRUP,DRND","GUAVAS,COMMON,RAW","ORANGE PEEL,RAW",A
220,"PAPAYA NECTAR,CANNED","APPLES,CND,SWTND,SLICED,DRND,HTD","LOGANBERRIES,FROZEN",B
221,"PEACHES,RAW","STRAWBERRIES,RAW","RAISINS,SEEDED",B
222,"PEACHES,CND,HVY SYRUP PK,SOL&LIQUIDS","PEARS,CND,HVY SYRUP,DRND","PEACHES,CND,LT SYRUP PK,SOL&LIQUIDS",A
223,"PEACHES,SPICED,CND,HVY SYRUP PK,SOL&LIQUIDS","PEARS,RAW","POMEGRANATE JUC,BTLD",A
224,"PEACHES,DRIED,SULFURED,UNCKD","FIGS,DRIED,STEWED","PLUMS,DRIED (PRUNES),STWD,WO/ ADDED SUGAR",A
225,"PEARS,CND,HVY SYRUP PK,SOL&LIQUIDS","PEACHES,CND,LT SYRUP PK,SOL&LIQUIDS","PEARS,CND,HVY SYRUP,DRND",B
226,"PEAR NECTAR,CND,WO/ VIT C","FRUIT COCKTAIL,CND,HVY SYRUP,DRND","FIGS,CND,H2O PK,SOL&LIQUIDS",B
227,"PINEAPPLE,RAW,ALL VAR","CURRANTS,RED&WHITE,RAW","CARAMBOLA,(STARFRUIT),RAW",A
228,"PINEAPPLE,CND,H2O PK,SOL&LIQUIDS","KIWIFRUIT,GRN,RAW","CURRANTS,RED&WHITE,RAW",B
229,"PINEAPPLE,CND,JUC PK,SOL&LIQUIDS","LEMONS,RAW,WITHOUT PEEL","MELONS,CANTALOUPE,RAW",A
230,"PINEAPPLE,CND,LT SYRUP PK,SOL&LIQUIDS","KIWIFRUIT,GRN,RAW","CURRANTS,RED&WHITE,RAW",B
231,"PINEAPPLE,CND,HVY SYRUP PK,SOL&LIQUIDS","CURRANTS,RED&WHITE,RAW","KIWIFRUIT,GRN,RAW",A
232,"PINEAPPLE,FRZ,CHUNKS,SWTND","APRICOTS,RAW","CRANBERRIES,RAW",B
233,"PLANTAINS,RAW","NECTARINES,RAW","PEARS,CND,HVY SYRUP,DRND",A
234,"PLANTAINS,COOKED","NECTARINES,RAW","PEACHES,CND,LT SYRUP PK,SOL&LIQUIDS",A
235,"PLUMS,CND,PURPLE,H2O PK,SOL&LIQUIDS","PEARS,CND,HVY SYRUP,DRND","PEACHES,CND,LT SYRUP PK,SOL&LIQUIDS",B
236,"PRUNES,DEHYD (LOW-MOISTURE),UNCKD","BLUEBERRIES,WILD,FRZ","APRICOTS,RAW",A
237,"PLUMS,DRIED (PRUNES),UNCKD","STRAWBERRIES,FRZ,UNSWTND","PLUMS,DRIED (PRUNES),STWD,WO/ ADDED SUGAR",A
238,"PLUMS,DRIED (PRUNES),STWD,W/ ADDED SUGAR","SAPODILLA,RAW","GUAVAS,STRAWBERRY,RAW",B
239,"RAISINS,SEEDLESS","LIME JUICE,RAW","CURRANTS,ZANTE,DRIED",A
240,"RASPBERRIES,FRZ,RED,SWTND","STRAWBERRIES,FRZ,UNSWTND","BLACKBERRIES,FRZ,UNSWTND",B
241,"WATERMELON,RAW","ABIYUCH,RAW","PEARS,RAW,BOSC",A
242,"MARASCHINO CHERRIES,CND,DRND",HORNED MELON (KIWANO),"Grapes, muscadine, raw",B
243,"FRUIT COCKTAIL,CND,HVY SYRUP,DRND","FIGS,CND,H2O PK,SOL&LIQUIDS","PEACHES,CND,JUC PK,SOL&LIQUIDS",A
244,"PEACHES,CND,HVY SYRUP,DRND","PEARS,CND,HVY SYRUP,DRND","PEACHES,CND,LT SYRUP PK,SOL&LIQUIDS",A
245,"PLUMS,CND,HVY SYRUP,DRND","PEARS,CND,HVY SYRUP,DRND","PEACHES,CND,LT SYRUP PK,SOL&LIQUIDS",B
246,"DATES,MEDJOOL","RAISINS,SEEDED","BLUEBERRIES,RAW",A
247,PRUNE PUREE,"PLUMS,RAW","BLUEBERRIES,WILD,FRZ",B
248,"MANGO NECTAR,CND","ORANGE JUC,CHILLED,INCL FROM CONC","MULBERRIES,RAW",B
249,"POMEGRANATE JUC,BTLD","BLACKBERRIES,RAW","PEARS,RAW",A
250,"JUICE,APPL & GRAPE BLEND,W/ ADDED VIT C","ORANGE JUC,CHILLED,INCL FROM CONC","BLACKBERRIES,FRZ,UNSWTND",B
251,"JUICE,APPL,GRAPE & PEAR BLEND,W/ ADDED VIT C & CA","APRICOTS,CND,H2O PK,WO/SKN,SOL&LIQUIDS","PEACHES,CND,EX HVY SYRUP PK,SOL&LIQUIDS",A
252,ORANGE PNAPPL JUC BLEND,"LEMON JUC,CND OR BTLD","GRAPEFRUIT JUC,WHITE,CND,UNSWTND",A
253,"JUICE SMOOTHIE,NAKED JUC,GRN MACHINE","GUAVAS,STRAWBERRY,RAW","SAPODILLA,RAW",A
254,"PORK,FRSH,CARCASS,LN&FAT,RAW","PORK,FRSH,LOIN,CNTR RIB (CHOPS OR ROASTS),BONE-IN,LN&FAT,RAW","PORK,CURED,HAM & H2O PRODUCT,WHL,BNLESS,LN & FAT,HTD,RSTD",A
255,"PORK,FRSH,VAR MEATS&BY-PRODUCTS,LEAF FAT,RAW","PORK,CURED,HAM,SHANK,BONE-IN,LN,UNHTD","PORK,FRSH,SHLDR,BLADE,BOSTON (STEAKS),LN&FAT,CKD,BRLD",B
256,"PORK,CURED,HAM,WHL,LN,RSTD","PORK,FRSH,LOIN,CNTR RIB (ROASTS),BONE-IN,LN&FAT,CKD,RSTD","PORK,FRSH,ENHANCED,LOIN,TENDERLOIN,LN,CKD,RSTD",B
257,"PORK,FRSH,VAR MEATS&BY-PRODUCTS,TAIL,RAW","PORK,FRSH,VAR MEATS&BY-PRODUCTS,STOMACH,RAW","PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BONE-IN,LN,CKD,BRLD",B
258,"PORK,CURED,HAM,BNLESS,EX LN&REG,RSTD","PORK,CURED,HAM W/ NAT JUICES,SLICE,BNLESS,LN,HTD,PAN-BROIL","PORK,FRSH,LOIN,CNTR RIB (CHOPS OR ROASTS),BNLESS,LN,RAW",B
259,"PORK,CURED,HAM,EX LN&REG,CND,RSTD","USDA COMMODITY,PORK,GROUND,FINE/COARSE,FRZ,RAW","PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BNLESS,LN,CKD,PAN-BROILED",B
260,"PORK,FRSH,LOIN,CNTR RIB (ROASTS),BNLESS,LN,CKD,RSTD","PORK,FRSH,LEG (HAM),RUMP HALF,LN,RAW","PORK,FRSH,VAR MEATS&BY-PRODUCTS,BRAIN,RAW",A
261,"PORK,CURED,BACON,CKD,MICROWAVED","PORK,CURED,HAM -- H2O ADDED,SLICE,BONE-IN,LN & FAT,UNHTD","PORK,FRSH,SHLDR,(BOSTON BUTT),BLADE (STEAKS),LN,CKD,BRSD",B
262,"PORK,CURED,HAM & H2O PRODUCT,RUMP,BONE-IN,LN,HTD,RSTD","PORK,FRSH,LOIN,BLADE (CHOPS OR ROASTS),BONE-IN,LN,RAW","PORK,FRSH,LOIN,CNTR RIB (CHOPS),BONE-IN,LN&FAT,CKD,BRSD",A
263,"PORK,CURED,HAM W/ NAT JUICES,SLICE,BONE-IN,LN & FAT,UNHTD","PORK,FRSH,LOIN,BLADE (ROASTS),BONE-IN,LN,CKD,RSTD","PORK,FRSH,LOIN,SIRLOIN (CHOPS OR ROASTS),BONE-IN,LN&FAT,RAW",B
264,"PORK,CURED,HAM & H2O PRODUCT,SHANK,BONE-IN,LN & FAT,UNHTD","PORK,FRSH,SHLDR,(BOSTON BUTT),BLADE (STEAKS),LN & FAT,RAW","PORK,FRSH,ENHANCED,COMP OF FAT,RAW",A
265,"PORK,CURED,HAM -- H2O ADDED,SLICE,BONE-IN,LN & FAT,UNHTD","PORK,FRSH,LEG (HAM),WHL,LN&FAT,CKD,RSTD","PORK,FRSH,SHLDR,(BOSTON BUTT),BLADE (STEAKS),LN,CKD,BRSD",B
266,"PORK,CURED,HAM -- H2O ADDED,SLCE,BNLESS,LN & FAT,HTD,PAN-BRL","PORK,CURED,HAM W/ NAT JUICES,SHANK,BONE-IN,LN,UNHTD","PORK,FRSH,ENHCED,SHLDR,(BOSTON BUTT),BLDE (STKS),LN,CKD,BRSD",B
267,"PORK,CURED,HAM -- H2O ADDED,WHL,BNLESS,LN & FAT,HTD,RSTD","PORK,FRSH,LOIN,BLADE (CHOPS),BONE-IN,LN,CKD,BRSD","PORK,FRSH,LOIN,CNTR RIB (ROASTS),BONE-IN,LN&FAT,CKD,RSTD",A
268,"PORK,CURED,HAM & H2O PRDCT,SLICE,BNLESS,LN & FAT,HTD,PAN-BRL","PORK,CURED,HAM -- H2O ADDED,SLICE,BNLESS,LN,HTD,PAN-BROIL","PORK,FRSH,LEG (HAM),WHL,LN&FAT,CKD,RSTD",B
269,"PORK,GROUND,84% LN / 16% FAT,CKD,PAN-BROILED","PORK,FRSH,LEG (HAM),RUMP HALF,LN,RAW","PORK,FRSH,LEG (HAM),SHANK HALF,LN&FAT,CKD,RSTD",A
270,"PORK,FRSH,LOIN,COUNTRY-STYLE RIBS,LN & FAT,BNLESS,CKD,RSTD","PORK,FRSH,LOIN,CNTR RIB (CHOPS),BNLESS,LN&FAT,CKD,BRLD","PORK,FRSH,LOIN,WHL,LN,CKD,RSTD",B
271,"AMARANTH LEAVES,RAW","CHIVES,RAW","SPINACH,RAW",A
272,"ARROWHEAD,RAW","CHIVES,FREEZE-DRIED","DOCK,RAW",A
273,"ASPARAGUS,RAW","PEAS,GREEN,RAW","PARSNIPS,RAW",A
274,"BALSAM-PEAR (BITTER GOURD),LEAFY TIPS,RAW","LAMBSQUARTERS,RAW","DOCK,RAW",A
275,"BAMBOO SHOOTS,CND,DRND SOL","TARO,RAW","DRUMSTICK LEAVES,RAW",B
276,"BEANS,KIDNEY,MATURE SEEDS,SPROUTED,RAW","TURNIP GRNS&TURNIPS,FRZ,CKD,BLD,DRND,WO/SALT","POTATOES,BKD,SKN,W/ SALT",A
277,"BEANS,NAVY,MATURE SEEDS,SPROUTED,RAW","BRUSSELS SPROUTS,RAW","LIMA BNS,IMMAT SEEDS,RAW",B
278,"BEANS,SHELLIE,CND,SOL & LIQUIDS","ONIONS,SPRING OR SCALLIONS (INCL TOPS&BULB),RAW","LIMA BNS,IMMAT SEEDS,RAW",B
279,"BEANS,SNAP,GREEN,RAW","LIMA BNS,IMMAT SEEDS,RAW","PEPPER,BANANA,RAW",A
280,"BEETS,CND,DRND SOL","MUSHROOMS,BROWN,ITALIAN,OR CRIMINI,RAW","MUSHROOMS,PORTABELLA,EXPOSED TO UV LT,GRILLED",B
281,"BROCCOLI,RAW","CHIVES,RAW","EDAMAME,FRZ,UNPREP",B
282,"BURDOCK ROOT,RAW","LOTUS ROOT,RAW","SALSIFY,(VEG OYSTER),RAW",A
283,"BUTTERBUR,(FUKI),RAW","LETTUCE,COS OR ROMAINE,RAW","SPINACH,FRZ,CHOPD OR LEAF,UNPREP",B
284,"CABBAGE,RAW","BROCCOLI,RAW","CHIVES,RAW",B
285,"CABBAGE,RED,RAW","BROCCOLI,RAW","BRUSSELS SPROUTS,RAW",B
286,"CABBAGE,CHINESE (PAK-CHOI),RAW","CABBAGE,RED,RAW","BRUSSELS SPROUTS,RAW",B
287,"CARDOON,RAW","LETTUCE,COS OR ROMAINE,RAW","LOTUS ROOT,RAW",B
288,"CARROTS,RAW","BEET GREENS,RAW","EDAMAME,FRZ,UNPREP",B
289,"CASSAVA,RAW","LETTUCE,BUTTERHEAD (INCL BOSTON&BIBB TYPES),RAW","SOYBEANS,GREEN,RAW",B
290,"CAULIFLOWER,RAW","LIMA BNS,IMMAT SEEDS,RAW","BRUSSELS SPROUTS,RAW",A
291,"CELERIAC,RAW","CORN,SWT,WHITE,CND,WHL KERNEL,NO SALT,SOL&LIQUIDS","BEANS,SNAP,GRN,FRZ,ALL STYLES,UNPREP",B
292,"CELERY,RAW","PEPPER,BANANA,RAW","BEANS,NAVY,MATURE SEEDS,SPROUTED,RAW",A
293,"CELTUCE,RAW","LAMBSQUARTERS,RAW","SPINACH,FRZ,CHOPD OR LEAF,UNPREP",A
294,"CHARD,SWISS,RAW","SWEET POTATO LEAVES,RAW","ENDIVE,RAW",A
295,"CHARD,SWISS,CKD,BLD,DRND,WO/SALT","TURNIP GRNS,FRZ,CKD,BLD,DRND,WO/SALT","OKRA,FRZ,CKD,BLD,DRND,WO/SALT",A
296,"CHAYOTE,FRUIT,RAW","EGGPLANT,RAW","OKRA,RAW",B
297,"CHAYOTE,FRUIT,CKD,BLD,DRND,WO/SALT","TARO,RAW","SALSIFY,(VEG OYSTER),RAW",B
298,"CHICORY,WITLOOF,RAW","TARO LEAVES,RAW","SALSIFY,(VEG OYSTER),RAW",A
299,"CHICORY GREENS,RAW","LAMBSQUARTERS,RAW","TARO LEAVES,RAW",B
300,"CHICORY ROOTS,RAW","SWEET POTATO,RAW,UNPREP","LOTUS ROOT,RAW",B
301,"COLLARDS,RAW","LAMBSQUARTERS,RAW","TARO LEAVES,RAW",B
302,"CORIANDER (CILANTRO) LEAVES,RAW","CHIVES,FREEZE-DRIED","MUSTARD GREENS,RAW",A
303,"CORN,SWT,YEL,CND,BRINE PK,REG PK,SOL&LIQUIDS","MUNG BNS,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,WO/SALT","DRUMSTICK PODS,CKD,BLD,DRND,WO/ SALT",B
304,"COWPEAS,LEAFY TIPS,RAW","GRAPE LEAVES,RAW","COWPEAS,YOUNG PODS W/SEEDS,RAW",A
305,"CRESS,GARDEN,RAW","BRUSSELS SPROUTS,RAW","ONIONS,SPRING OR SCALLIONS (INCL TOPS&BULB),RAW",A
306,"CUCUMBER,WITH PEEL,RAW","COLLARDS,RAW","CHAYOTE,FRUIT,CKD,BLD,DRND,WO/SALT",A
307,"CUCUMBER,PEELED,RAW","CABBAGE,SAVOY,RAW","SQUASH,SMMR,ALL VAR,RAW",A
308,"EGGPLANT,RAW","OKRA,RAW","SOYBEANS,GREEN,RAW",B
309,"EGGPLANT,CKD,BLD,DRND,WO/SALT","CHICORY,WITLOOF,RAW","LOTUS ROOT,RAW",B
310,"ENDIVE,RAW","CHIVES,RAW","SWEET POTATO LEAVES,RAW",B
311,"GINGER ROOT,RAW","LOTUS ROOT,RAW","SALSIFY,(VEG OYSTER),RAW",A
312,"GOURD,DISHCLOTH (TOWELGOURD),CKD,BLD,DRND,WO/SALT","MALABAR SPINACH,COOKED","SUCCOTASH,(CORN&LIMAS),CKD,BLD,DRND,WO/SALT",B
313,"JERUSALEM-ARTICHOKES,RAW","SOYBEANS,MATURE SEEDS,SPROUTED,CKD,STIR-FRIED","SQUASH,WINTER,HUBBARD,RAW",B
314,"JEW'S EAR,(PEPEAO),RAW","BEANS,SNAP,YELLOW,RAW","COWPEAS (BLACKEYES),IMMAT SEEDS,CKD,BLD,DRND,W/ SALT",A
315,"JUTE,POTHERB,RAW","TARO LEAVES,RAW","CHICORY GREENS,RAW",A
316,"LEEKS,(BULB&LOWER LEAF-PORTION),RAW","ONIONS,SPRING OR SCALLIONS (INCL TOPS&BULB),RAW","LIMA BNS,IMMAT SEEDS,RAW",B
317,"LETTUCE,BUTTERHEAD (INCL BOSTON&BIBB TYPES),RAW","EGGPLANT,RAW","SOYBEANS,GREEN,RAW",B
318,"LETTUCE,COS OR ROMAINE,RAW","SPINACH,FRZ,CHOPD OR LEAF,UNPREP","LOTUS ROOT,RAW",B
319,"LETTUCE,GRN LEAF,RAW","LETTUCE,COS OR ROMAINE,RAW","LOTUS ROOT,RAW",B
320,"LETTUCE,RED LEAF,RAW","POTATOES,RED,FLESH & SKN,BKD","CHRYSANTHEMUM,GARLAND,CKD,BLD,DRND,WO/SALT",B
321,"MOUNTAIN YAM,HAWAII,RAW","LOTUS ROOT,RAW","SALSIFY,(VEG OYSTER),RAW",A
322,"MUSHROOMS,CND,DRND SOL","CORN,SWT,WHITE,CKD,BLD,DRND,WO/SALT","PEAS,GRN,CND,DRND SOL,RINSED IN TAP H2O",A
323,"MUSTARD SPINACH,(TENDERGREEN),RAW","DOCK,RAW","CHICORY GREENS,RAW",B
324,"NEW ZEALAND SPINACH,CKD,BLD,DRND,WO/SALT","LEEKS,(BULB&LOWER LEAF-PORTION),CKD,BLD,DRND,WO/SALT","PICKLES,CUCUMBER,SOUR,LO NA",A
325,"OKRA,CKD,BLD,DRND,WO/SALT","TARO LEAVES,RAW","DRUMSTICK LEAVES,RAW",B
326,"OKRA,FROZEN,UNPREPARED","TARO LEAVES,RAW","DRUMSTICK LEAVES,RAW",B
